"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","地方入国管理局・支局・出張所 コード","地方入国管理局・支局・出張所 補助コード","地方入国管理局・支局・出張所","/在留資格審査の受理・処理","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50720","","北九州出張所","","99","0","99","99","99","0","0","***","4,564","178","4,386","4,305","4,241","0","64","***","1,486","162","1,324","1,357","1,326","4","27","***","1,607","0","1,607","1,607","1,605","0","2","***","109","0","109","109","109","0","0","***","257","63","194","173","101","56","16","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50730","","博多港出張所","","0","0","0","0","0","0","0","***","2","0","2","2","2","0","0","***","0","0","0","0","0","0","0","***","2","0","2","2","2","0","0","***","3","0","3","3","3","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50740","","福岡空港出張所","","1","0","1","1","1","0","0","***","71","0","71","71","71","0","0","***","8","0","8","8","8","0","0","***","12,000","0","12,000","12,000","12,000","0","0","***","115","0","115","115","115","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50750","","佐賀出張所","","53","0","53","53","53","0","0","***","2,044","64","1,980","1,912","1,891","3","18","***","914","72","842","833","801","1","31","***","472","0","472","472","472","0","0","***","28","0","28","28","28","0","0","***","133","21","112","77","44","18","15","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50760","","長崎出張所","","40","1","39","39","38","0","1","***","2,584","124","2,460","2,359","2,340","0","19","***","872","83","789","811","775","1","35","***","993","0","993","991","991","0","0","***","36","0","36","36","36","0","0","***","132","43","89","87","54","27","6","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50770","","対馬出張所","","0","0","0","0","0","0","0","***","98","7","91","93","93","0","0","***","5","0","5","5","5","0","0","***","4","0","4","4","4","0","0","***","2","0","2","2","2","0","0","***","2","0","2","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50780","","熊本出張所","","100","1","99","100","98","0","2","***","6,705","294","6,411","6,209","6,153","2","54","***","3,514","405","3,109","3,221","3,102","9","110","***","1,027","0","1,027","1,026","1,023","1","2","***","87","0","87","87","87","0","0","***","317","30","287","177","102","67","8","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50790","","大分出張所","","63","0","63","62","62","0","0","***","3,921","124","3,797","3,744","3,719","7","18","***","1,604","142","1,462","1,487","1,436","4","47","***","1,375","0","1,375","1,374","1,372","0","2","***","43","0","43","43","43","0","0","***","126","19","107","65","37","25","3","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50800","","宮崎出張所","","27","0","27","27","27","0","0","***","1,812","109","1,703","1,706","1,679","2","25","***","978","103","875","924","879","5","40","***","435","1","434","435","432","0","3","***","48","0","48","48","48","0","0","***","81","17","64","55","39","14","2","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50810","","鹿児島出張所","","35","0","35","35","35","0","0","***","4,969","178","4,791","4,705","4,610","5","90","***","2,961","361","2,600","2,740","2,691","4","45","***","700","1","699","698","695","0","3","***","51","0","51","51","51","0","0","***","121","29","92","89","49","17","23","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50820","","那覇空港出張所","","2","0","2","2","2","0","0","***","16","0","16","16","16","0","0","***","2","0","2","2","2","0","0","***","468","0","468","468","468","0","0","***","30","0","30","30","30","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50830","","宮古島出張所","","5","0","5","5","5","0","0","***","129","4","125","125","118","1","6","***","25","1","24","22","21","0","1","***","33","0","33","33","33","0","0","***","4","0","4","4","4","0","0","***","8","2","6","7","3","3","1","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50840","","石垣港出張所","","5","0","5","5","5","0","0","***","129","2","127","122","116","0","6","***","65","0","65","51","45","1","5","***","18","0","18","18","18","0","0","***","5","0","5","5","5","0","0","***","14","3","11","12","8","2","2","***"
"160","","在留資格取得等処理人員【人】","2024000000","","2024年","50850","","嘉手納出張所","","132","3","129","127","125","0","2","***","1,814","42","1,772","1,751","1,734","1","16","***","432","18","414","422","400","7","15","***","245","1","244","245","245","0","0","***","91","0","91","91","91","0","0","***","231","49","182","164","107","52","5","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50000","","総数","","18,284","348","17,936","17,931","16,638","2","1,291","***","923,967","57,953","866,014","852,104","839,362","1,903","10,839","***","513,247","41,223","472,024","454,973","429,562","3,354","22,057","***","337,965","1,886","336,079","335,748","334,581","270","897","***","53,717","10","53,707","53,711","53,699","3","9","***","99,350","30,014","69,336","50,986","33,470","15,832","1,684","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50010","","札幌出入国在留管理局管内","","157","0","157","155","153","0","2","***","14,463","1,002","13,461","12,875","12,720","6","149","***","13,928","993","12,935","11,944","11,525","24","395","***","3,749","20","3,729","3,731","3,716","0","15","***","322","0","322","321","321","0","0","***","603","155","448","466","308","134","24","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50020","","札幌出入国在留管理局","","106","0","106","104","102","0","2","***","11,102","861","10,241","9,717","9,600","4","113","***","11,646","803","10,843","9,934","9,581","20","333","***","2,027","20","2,007","2,013","2,001","0","12","***","231","0","231","231","231","0","0","***","499","132","367","397","273","106","18","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50030","","函館港出張所","","3","0","3","3","3","0","0","***","474","13","461","452","450","0","2","***","222","25","197","197","185","2","10","***","224","0","224","224","224","0","0","***","12","0","12","11","11","0","0","***","8","1","7","4","3","1","0","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50050","","釧路港出張所","","22","0","22","22","22","0","0","***","826","51","775","764","753","1","10","***","841","66","775","732","714","0","18","***","154","0","154","154","154","0","0","***","30","0","30","30","30","0","0","***","25","6","19","13","9","3","1","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50060","","稚内港出張所","","1","0","1","1","1","0","0","***","157","9","148","138","129","0","9","***","139","23","116","135","133","0","2","***","19","0","19","19","19","0","0","***","1","0","1","1","1","0","0","***","2","0","2","2","1","1","0","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50070","","千歳苫小牧出張所","","14","0","14","14","14","0","0","***","931","40","891","885","874","1","10","***","459","35","424","390","369","0","21","***","1,030","0","1,030","1,028","1,025","0","3","***","26","0","26","26","26","0","0","***","27","7","20","18","9","5","4","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50080","","旭川出張所","","11","0","11","11","11","0","0","***","973","28","945","919","914","0","5","***","621","41","580","556","543","2","11","***","295","0","295","293","293","0","0","***","22","0","22","22","22","0","0","***","42","9","33","32","13","18","1","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50090","","仙台出入国在留管理局管内","","230","2","228","226","202","0","24","***","20,071","1,650","18,421","18,344","18,003","27","314","***","17,627","1,317","16,310","15,511","14,800","74","637","***","5,230","11","5,219","5,216","5,203","1","12","***","701","0","701","701","701","0","0","***","1,177","380","797","917","616","278","23","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50100","","仙台出入国在留管理局","","99","0","99","98","86","0","12","***","14,226","1,158","13,068","12,954","12,743","25","186","***","14,826","1,075","13,751","12,986","12,476","65","445","***","3,769","10","3,759","3,757","3,745","1","11","***","415","0","415","415","415","0","0","***","722","258","464","588","395","183","10","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50110","","青森出張所","","27","0","27","26","23","0","3","***","820","50","770","755","742","0","13","***","446","33","413","401","379","3","19","***","232","0","232","231","231","0","0","***","40","0","40","40","40","0","0","***","69","14","55","50","44","5","1","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50120","","盛岡出張所","","18","1","17","17","16","0","1","***","955","91","864","851","843","0","8","***","471","65","406","436","397","0","39","***","243","0","243","243","243","0","0","***","57","0","57","57","57","0","0","***","89","30","59","52","32","17","3","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50130","","仙台空港出張所","","0","0","0","0","0","0","0","***","1","0","1","1","1","0","0","***","0","0","0","0","0","0","0","***","121","0","121","121","121","0","0","***","3","0","3","3","3","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50140","","秋田出張所","","11","0","11","11","11","0","0","***","531","29","502","495","492","1","2","***","253","2","251","239","218","0","21","***","165","0","165","165","165","0","0","***","38","0","38","38","38","0","0","***","37","3","34","27","20","2","5","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50150","","酒田港出張所","","7","0","7","7","6","0","1","***","225","8","217","215","214","0","1","***","84","9","75","81","71","0","10","***","55","0","55","54","54","0","0","***","25","0","25","25","25","0","0","***","45","8","37","39","26","12","1","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50160","","郡山出張所","","68","1","67","67","60","0","7","***","3,313","314","2,999","3,073","2,968","1","104","***","1,547","133","1,414","1,368","1,259","6","103","***","645","1","644","645","644","0","1","***","123","0","123","123","123","0","0","***","215","67","148","161","99","59","3","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50170","","東京出入国在留管理局管内","","9,294","190","9,104","9,085","8,732","1","352","***","495,544","31,506","464,038","455,099","446,658","1,360","7,081","***","234,323","20,459","213,864","208,446","192,669","1,844","13,933","***","196,050","1,467","194,583","194,345","193,483","200","662","***","30,154","8","30,146","30,150","30,143","2","5","***","61,741","20,456","41,285","25,014","17,801","6,485","728","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50180","","東京出入国在留管理局","","3,480","137","3,343","3,320","3,247","0","73","***","305,389","20,660","284,729","277,212","271,406","1,210","4,596","***","173,512","15,462","158,050","153,597","141,435","1,383","10,779","***","77,965","1,222","76,743","76,495","75,797","160","538","***","15,100","6","15,094","15,096","15,094","1","1","***","36,085","11,273","24,812","14,172","10,724","3,126","322","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50190","","成田空港支局","","4","0","4","4","4","0","0","***","883","0","883","883","883","0","0","***","197","0","197","197","197","0","0","***","52,498","0","52,498","52,498","52,498","0","0","***","975","0","975","975","975","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50200","","羽田空港支局","","1","0","1","1","1","0","0","***","320","0","320","320","320","0","0","***","122","0","122","122","121","0","1","***","16,087","0","16,087","16,087","16,087","0","0","***","565","0","565","565","565","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50210","","横浜支局","","724","8","716","719","708","0","11","***","32,661","2,217","30,444","29,697","29,279","30","388","***","11,156","1,119","10,037","9,595","8,950","47","598","***","6,627","122","6,505","6,447","6,401","0","46","***","2,438","2","2,436","2,438","2,436","0","2","***","5,168","1,986","3,182","2,135","1,218","827","90","***"
"160","","在留資格取得等処理人員【人】","2023000000","","2023年","50220","","水戸出張所","","362","4","358","353","308","0","45","***","11,769","797","10,972","10,885","10,734","6","145","***","5,968","484","5,484","5,355","5,109","15","231","***","2,356","0","2,356","2,350","2,338","0","12","***","621","0","621","621","621","0","0","***","1,255","448","807","547","332","189","26","***"
